route,grade,grade_band,discipline,grade_system,area,wall,source,latitude,longitude,row_key,notion_page_id,status,coord_source
4einhalb,6b+,Boulder,boulder,Font,Bucklige Welt,Black Metal,Keltenkalk,47.65241,16.139402,Bucklige Welt | Black Metal | 4einhalb,,in Notion DB,outdooractive: Bucklige Welt / Black Metal Block (272950208)
Skidroad,7+,5-7,sport,UIAA,Hirschwände,Sektor 7 - Rechtsaussen,Österreich Ost,47.915312,15.939315,Hirschwände | Sektor 7 - Rechtsaussen | Skidroad,,to create,OSM cliff: Hirschwände (way 115602397)
Direkter Ostgrat,6-,5-7,multipitch,UIAA,Hirschwände,Sektor 7 - Rechtsaussen,Österreich Ost,47.915312,15.939315,Hirschwände | Sektor 7 - Rechtsaussen | Direkter Ostgrat,,to create,OSM cliff: Hirschwände (way 115602397)
Eintritt Frei,8,8-11,sport,UIAA,Hirschwände,Sektor 7 - Rechtsaussen,Österreich Ost,47.915312,15.939315,Hirschwände | Sektor 7 - Rechtsaussen | Eintritt Frei,,to create,OSM cliff: Hirschwände (way 115602397)
Welcome to Thaligrat,6,5-7,sport,UIAA,Hocheck,Südwestwand,Österreich Ost,48.006779,16.036057,Hocheck | Südwestwand | Welcome to Thaligrat,,to create,OSM exact: Südwestwand
Seitensprung,4,1-4,sport,UIAA,Hocheck,Südwestwand,Österreich Ost,48.006779,16.036057,Hocheck | Südwestwand | Seitensprung,,to create,OSM exact: Südwestwand
Quicky,5,5-7,sport,UIAA,Hocheck,Südwestwand,Österreich Ost,48.006779,16.036057,Hocheck | Südwestwand | Quicky,,to create,OSM exact: Südwestwand
Zu kurz geraten,5,5-7,sport,UIAA,Hocheck,Südwestwand,Österreich Ost,48.006779,16.036057,Hocheck | Südwestwand | Zu kurz geraten,,to create,OSM exact: Südwestwand
Kein Höhepunkt,3,1-4,sport,UIAA,Hocheck,Südwestwand,Österreich Ost,48.006779,16.036057,Hocheck | Südwestwand | Kein Höhepunkt,,to create,OSM exact: Südwestwand
Maulwurf,4,1-4,sport,UIAA,Hocheck,Südwestwand,Österreich Ost,48.006779,16.036057,Hocheck | Südwestwand | Maulwurf,,to create,OSM exact: Südwestwand
Wühlmaus,6+,5-7,sport,UIAA,Hocheck,Südwestwand,Österreich Ost,48.006779,16.036057,Hocheck | Südwestwand | Wühlmaus,,to create,OSM exact: Südwestwand
Thy(rannosaurus)rex,6,5-7,sport,UIAA,Hocheck,Südwestwand,Österreich Ost,48.006779,16.036057,Hocheck | Südwestwand | Thy(rannosaurus)rex,,to create,OSM exact: Südwestwand
Christasteig,5,5-7,sport,UIAA,Hocheck,Südwestwand,Österreich Ost,48.006779,16.036057,Hocheck | Südwestwand | Christasteig,,to create,OSM exact: Südwestwand
Bachelor Arbeit,7,5-7,sport,UIAA,Hocheck,Südwestwand,Österreich Ost,48.006779,16.036057,Hocheck | Südwestwand | Bachelor Arbeit,,to create,OSM exact: Südwestwand
Maturavorbereitung,6+,5-7,sport,UIAA,Hocheck,Südwestwand,Österreich Ost,48.006779,16.036057,Hocheck | Südwestwand | Maturavorbereitung,,to create,OSM exact: Südwestwand
Maturavorbereitung Direkt,6,5-7,sport,UIAA,Hocheck,Südwestwand,Österreich Ost,48.006779,16.036057,Hocheck | Südwestwand | Maturavorbereitung Direkt,,to create,OSM exact: Südwestwand
Maturaprüfung,6,5-7,sport,UIAA,Hocheck,Südwestwand,Österreich Ost,48.006779,16.036057,Hocheck | Südwestwand | Maturaprüfung,,to create,OSM exact: Südwestwand
Troubadour,7,5-7,sport,UIAA,Hocheck,Südwestwand,Österreich Ost,48.006779,16.036057,Hocheck | Südwestwand | Troubadour,,to create,OSM exact: Südwestwand
Aufi Muassi,7,5-7,sport,UIAA,Hocheck,Südwestwand,Österreich Ost,48.006779,16.036057,Hocheck | Südwestwand | Aufi Muassi,,to create,OSM exact: Südwestwand
Herbsttraum,7+,5-7,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Herbsttraum,,to create,OSM exact: Untere Westwand
Fasten Seat Belts,7,5-7,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Fasten Seat Belts,,to create,OSM exact: Untere Westwand
Direkter Annysteig,6+,5-7,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Direkter Annysteig,,to create,OSM exact: Untere Westwand
Cholera,8-,8-11,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Cholera,,to create,OSM exact: Untere Westwand
Annysteig,5,5-7,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Annysteig,,to create,OSM exact: Untere Westwand
Struma Ade,7,5-7,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Struma Ade,,to create,OSM exact: Untere Westwand
Thyphus,8,8-11,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Thyphus,,to create,OSM exact: Untere Westwand
Höhenluft,5+,5-7,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Höhenluft,,to create,OSM exact: Untere Westwand
Direkter Annysteig 2.Länge,5+,5-7,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Direkter Annysteig 2.Länge,,to create,OSM exact: Untere Westwand
Malaria (Untere Westwand),8,8-11,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Malaria (Untere Westwand),,to create,OSM exact: Untere Westwand
Ungeduld des Herzens,8+,8-11,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Ungeduld des Herzens,,to create,OSM exact: Untere Westwand
Der Saustall,9-,8-11,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Der Saustall,,to create,OSM exact: Untere Westwand
Kinderzimmer,9-,8-11,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Kinderzimmer,,to create,OSM exact: Untere Westwand
Saxifraga,9+/10-,8-11,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Saxifraga,,to create,OSM exact: Untere Westwand
Zen,9+/10-,8-11,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Zen,,to create,OSM exact: Untere Westwand
Zen Light,8,8-11,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Zen Light,,to create,OSM exact: Untere Westwand
Um ein Haar,8+,8-11,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Um ein Haar,,to create,OSM exact: Untere Westwand
Complement Fou,8,8-11,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Complement Fou,,to create,OSM exact: Untere Westwand
Novel Design,8-/9-,8-11,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Novel Design,,to create,OSM exact: Untere Westwand
Tractatus Logico,8/8+,8-11,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Tractatus Logico,,to create,OSM exact: Untere Westwand
"Soit, Soit",6+,5-7,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,"Hocheck | Untere Westwand | Soit, Soit",,to create,OSM exact: Untere Westwand
Tommy Is Bad,7+,5-7,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Tommy Is Bad,,to create,OSM exact: Untere Westwand
Tommy Can You Hear Me,7-,5-7,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Tommy Can You Hear Me,,to create,OSM exact: Untere Westwand
Tommy Be Nice,7,5-7,sport,UIAA,Hocheck,Untere Westwand,Österreich Ost,48.006941,16.036437,Hocheck | Untere Westwand | Tommy Be Nice,,to create,OSM exact: Untere Westwand
Lehrung,4,1-4,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Lehrung,,to create,OSM exact: Obere Westwand
Geselle,6,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Geselle,,to create,OSM exact: Obere Westwand
Meister,6+,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Meister,,to create,OSM exact: Obere Westwand
Schabernack,7+,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Schabernack,,to create,OSM exact: Obere Westwand
Taktiker,7+,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Taktiker,,to create,OSM exact: Obere Westwand
Techniker,7/7+,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Techniker,,to create,OSM exact: Obere Westwand
Love Me Tender,9+/10-,8-11,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Love Me Tender,,to create,OSM exact: Obere Westwand
Love the Wind,10,8-11,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Love the Wind,,to create,OSM exact: Obere Westwand
Aiolos,10/10+,8-11,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Aiolos,,to create,OSM exact: Obere Westwand
Aölsharfen,11-,8-11,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Aölsharfen,,to create,OSM exact: Obere Westwand
Soultime,8,8-11,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Soultime,,to create,OSM exact: Obere Westwand
3 Freunde Spezial,5+,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | 3 Freunde Spezial,,to create,OSM exact: Obere Westwand
3 Freunde Steig,5-,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | 3 Freunde Steig,,to create,OSM exact: Obere Westwand
Kakadus,6,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Kakadus,,to create,OSM exact: Obere Westwand
Klettersardine,5,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Klettersardine,,to create,OSM exact: Obere Westwand
Mauerläufer,6+,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Mauerläufer,,to create,OSM exact: Obere Westwand
Gecko,8+/9-,8-11,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Gecko,,to create,OSM exact: Obere Westwand
Schrecksekunde,6+,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Schrecksekunde,,to create,OSM exact: Obere Westwand
Glückstag,7-,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Glückstag,,to create,OSM exact: Obere Westwand
Sturmwarnung,7+,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Sturmwarnung,,to create,OSM exact: Obere Westwand
Mein Gott Anny (Westwand),7,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Mein Gott Anny (Westwand),,to create,OSM exact: Obere Westwand
Malaria 2.Länge,6+,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Malaria 2.Länge,,to create,OSM exact: Obere Westwand
Wirbelwind,6+,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Wirbelwind,,to create,OSM exact: Obere Westwand
Windhose,7-,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Windhose,,to create,OSM exact: Obere Westwand
Abseits aller Ängste,5,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Abseits aller Ängste,,to create,OSM exact: Obere Westwand
1 Freund Steig,5+,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | 1 Freund Steig,,to create,OSM exact: Obere Westwand
2 Freunde Steig,5+,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | 2 Freunde Steig,,to create,OSM exact: Obere Westwand
Bierwampe,8,8-11,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Bierwampe,,to create,OSM exact: Obere Westwand
Brauhauskante,7-,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Brauhauskante,,to create,OSM exact: Obere Westwand
Malzriss,5,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Malzriss,,to create,OSM exact: Obere Westwand
Hopfenriss,3+,1-4,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Hopfenriss,,to create,OSM exact: Obere Westwand
Gott erhalts Platte,4+,1-4,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Gott erhalts Platte,,to create,OSM exact: Obere Westwand
Die Stimme des Windes,7b trav,5-7,sport,UIAA,Hocheck,Obere Westwand,Österreich Ost,48.007092,16.036584,Hocheck | Obere Westwand | Die Stimme des Windes,,to create,OSM exact: Obere Westwand
Ratatouille Verschneidung,5,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Ratatouille Verschneidung,,to create,OSM exact: Untere Thalhoferwand
Mäusekönig,5+,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Mäusekönig,,to create,OSM exact: Untere Thalhoferwand
Mäusejagd,5,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Mäusejagd,,to create,OSM exact: Untere Thalhoferwand
Mäusefutter,6,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Mäusefutter,,to create,OSM exact: Untere Thalhoferwand
Mäusefalle,5-,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Mäusefalle,,to create,OSM exact: Untere Thalhoferwand
Auf die Maus gekommen,6,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Auf die Maus gekommen,,to create,OSM exact: Untere Thalhoferwand
Mäusehochzeit,6,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Mäusehochzeit,,to create,OSM exact: Untere Thalhoferwand
Saurer Regen,6+,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Saurer Regen,,to create,OSM exact: Untere Thalhoferwand
Ökopoli,7/7+,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Ökopoli,,to create,OSM exact: Untere Thalhoferwand
Mit neuer Kraft,7+,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Mit neuer Kraft,,to create,OSM exact: Untere Thalhoferwand
Gottardi Riss,6+,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Gottardi Riss,,to create,OSM exact: Untere Thalhoferwand
Falco Live,7+,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Falco Live,,to create,OSM exact: Untere Thalhoferwand
Amerika,8-,8-11,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Amerika,,to create,OSM exact: Untere Thalhoferwand
Jeanny,7+,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Jeanny,,to create,OSM exact: Untere Thalhoferwand
Amadeus,7+,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Amadeus,,to create,OSM exact: Untere Thalhoferwand
Morgentau,7+,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Morgentau,,to create,OSM exact: Untere Thalhoferwand
Morgengrauen,7+,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Morgengrauen,,to create,OSM exact: Untere Thalhoferwand
Hulmeister,7-,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Hulmeister,,to create,OSM exact: Untere Thalhoferwand
Don Albatros,6+/7-,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Don Albatros,,to create,OSM exact: Untere Thalhoferwand
Don Roberto,6+,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Don Roberto,,to create,OSM exact: Untere Thalhoferwand
Don Rosl,7,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Don Rosl,,to create,OSM exact: Untere Thalhoferwand
Don Carlos,6+/7-,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Don Carlos,,to create,OSM exact: Untere Thalhoferwand
Kuh Rosl,6+/7-,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Kuh Rosl,,to create,OSM exact: Untere Thalhoferwand
Eine Kuh,6+,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Eine Kuh,,to create,OSM exact: Untere Thalhoferwand
Coming Home,6+/7-,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Coming Home,,to create,OSM exact: Untere Thalhoferwand
Der Kommissar,5-,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Der Kommissar,,to create,OSM exact: Untere Thalhoferwand
Homerun,6b trav,5-7,sport,UIAA,Hocheck,Untere Thalhoferwand,Österreich Ost,48.007285,16.036561,Hocheck | Untere Thalhoferwand | Homerun,,to create,OSM exact: Untere Thalhoferwand
Kurze Gaude,7,5-7,sport,UIAA,Hocheck,Zentrale Thalhoferwand,Österreich Ost,48.00755,16.036789,Hocheck | Zentrale Thalhoferwand | Kurze Gaude,,to create,OSM exact: Zentrale Thalhoferwand
Sternschnuppe,7-,5-7,sport,UIAA,Hocheck,Zentrale Thalhoferwand,Österreich Ost,48.00755,16.036789,Hocheck | Zentrale Thalhoferwand | Sternschnuppe,,to create,OSM exact: Zentrale Thalhoferwand
Männer!,7,5-7,sport,UIAA,Hocheck,Zentrale Thalhoferwand,Österreich Ost,48.00755,16.036789,Hocheck | Zentrale Thalhoferwand | Männer!,,to create,OSM exact: Zentrale Thalhoferwand
Vogelstimmen,7+/8-,5-7,sport,UIAA,Hocheck,Zentrale Thalhoferwand,Österreich Ost,48.00755,16.036789,Hocheck | Zentrale Thalhoferwand | Vogelstimmen,,to create,OSM exact: Zentrale Thalhoferwand
Engpass Syndrom,7+/8-,5-7,sport,UIAA,Hocheck,Zentrale Thalhoferwand,Österreich Ost,48.00755,16.036789,Hocheck | Zentrale Thalhoferwand | Engpass Syndrom,,to create,OSM exact: Zentrale Thalhoferwand
Glühwürmchen,7,5-7,sport,UIAA,Hocheck,Zentrale Thalhoferwand,Österreich Ost,48.00755,16.036789,Hocheck | Zentrale Thalhoferwand | Glühwürmchen,,to create,OSM exact: Zentrale Thalhoferwand
Fulmen ex Mente,8-,8-11,sport,UIAA,Hocheck,Zentrale Thalhoferwand,Österreich Ost,48.00755,16.036789,Hocheck | Zentrale Thalhoferwand | Fulmen ex Mente,,to create,OSM exact: Zentrale Thalhoferwand
Startbahn,7+/8-,5-7,sport,UIAA,Hocheck,Zentrale Thalhoferwand,Österreich Ost,48.00755,16.036789,Hocheck | Zentrale Thalhoferwand | Startbahn,,to create,OSM exact: Zentrale Thalhoferwand
Zauberflöte,6,5-7,sport,UIAA,Hocheck,Zentrale Thalhoferwand,Österreich Ost,48.00755,16.036789,Hocheck | Zentrale Thalhoferwand | Zauberflöte,,to create,OSM exact: Zentrale Thalhoferwand
Papageno,5,5-7,sport,UIAA,Hocheck,Zentrale Thalhoferwand,Österreich Ost,48.00755,16.036789,Hocheck | Zentrale Thalhoferwand | Papageno,,to create,OSM exact: Zentrale Thalhoferwand
Sarastro,5,5-7,sport,UIAA,Hocheck,Zentrale Thalhoferwand,Österreich Ost,48.00755,16.036789,Hocheck | Zentrale Thalhoferwand | Sarastro,,to create,OSM exact: Zentrale Thalhoferwand
Tamino,4,1-4,sport,UIAA,Hocheck,Zentrale Thalhoferwand,Österreich Ost,48.00755,16.036789,Hocheck | Zentrale Thalhoferwand | Tamino,,to create,OSM exact: Zentrale Thalhoferwand
Ende gut alles gut,6+/7-,5-7,sport,UIAA,Hocheck,Obere Thalhoferwand,Österreich Ost,48.007764,16.036865,Hocheck | Obere Thalhoferwand | Ende gut alles gut,,to create,OSM exact: Obere Thalhoferwand
Alpin Aktuell,8,8-11,sport,UIAA,Hocheck,Obere Thalhoferwand,Österreich Ost,48.007764,16.036865,Hocheck | Obere Thalhoferwand | Alpin Aktuell,,to create,OSM exact: Obere Thalhoferwand
Vom Sturm verweht,6-,5-7,sport,UIAA,Hocheck,Obere Thalhoferwand,Österreich Ost,48.007764,16.036865,Hocheck | Obere Thalhoferwand | Vom Sturm verweht,,to create,OSM exact: Obere Thalhoferwand
Wanderbare Heimat,6+,5-7,sport,UIAA,Hocheck,Obere Thalhoferwand,Österreich Ost,48.007764,16.036865,Hocheck | Obere Thalhoferwand | Wanderbare Heimat,,to create,OSM exact: Obere Thalhoferwand
Morgenstern,6-,5-7,sport,UIAA,Hocheck,Obere Thalhoferwand,Österreich Ost,48.007764,16.036865,Hocheck | Obere Thalhoferwand | Morgenstern,,to create,OSM exact: Obere Thalhoferwand
Abendstern,7+,5-7,sport,UIAA,Hocheck,Obere Thalhoferwand,Österreich Ost,48.007764,16.036865,Hocheck | Obere Thalhoferwand | Abendstern,,to create,OSM exact: Obere Thalhoferwand
